"Name","State","Notes","User","Tags","Created","Runtime","Sweep","adam_epsilon","cache_dir","config_name","data_pkl_dir","delete_old_checkpoints","do_eval","do_finetune","do_lower_case","do_train","doc_stride","eval_all_checkpoints","evaluate_during_training","fp16","fp16_opt_level","gradient_accumulation_steps","hf_name","lang_id","learning_rate","local_rank","logging_steps","max_answer_length","max_grad_norm","max_query_length","max_seq_length","max_steps","model_name_or_path","model_type","n_best_size","no_cuda","null_score_diff_threshold","num_train_epochs","output_dir","overwrite_cache","overwrite_data_cache","overwrite_output_dir","per_gpu_eval_batch_size","per_gpu_train_batch_size","predict_file","push_to_huggingface_every_epoch","push_to_huggingface_initial_load","resume_training","run_name","save_steps","seed","server_ip","server_port","skip_dpr_check","split_data_into_batches_and_save","threads","tokenizer_name","train_file","verbose_logging","version_2_with_negative","warmup_steps","weight_decay","eval.Results.HasAns_exact","eval.Results.HasAns_f1","eval.Results.HasAns_total","eval.Results.best_exact","eval.Results.best_exact_thresh","eval.Results.best_f1","eval.Results.best_f1_thresh","eval.Results.checkpoint","eval.Results.exact","eval.Results.f1","eval.Results.total","eval.result.HasAns_exact","eval.result.HasAns_f1","eval.result.HasAns_total","eval.result.best_exact","eval.result.best_exact_thresh","eval.result.best_f1","eval.result.best_f1_thresh","eval.result.checkpoint","eval.result.exact","eval.result.f1","eval.result.total","train.global_step","train.loss","train.tr_loss"
"monolingual_english_finetune_tsquad_dev_lang_finnish","finished","-","sgowriraj","","2022-11-15T19:19:13.000Z","40","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-finnish-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_finnish","500","42","","","false","false","1","","","false","false","0","0","51.790281329923275","67.100329936371","782","51.790281329923275","0","67.100329936371","0","./monolingual/fineTune_cache_output_english","51.790281329923275","67.100329936371","782","","","","","","","","","","","","","",""
"monolingual_english_finetune_tsquad_dev_lang_indonesian","finished","-","sgowriraj","","2022-11-15T19:14:11.000Z","35","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-indonesian-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_indonesian","500","42","","","false","false","1","","","false","false","0","0","50.354609929078016","68.84890095657148","564","50.354609929078016","0","68.84890095657148","0","./monolingual/fineTune_cache_output_english","50.354609929078016","68.84890095657148","564","","","","","","","","","","","","","",""
"monolingual_english_finetune_tsquad_dev_lang_korean","finished","-","sgowriraj","","2022-11-15T19:18:36.000Z","28","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-korean-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_korean","500","42","","","false","false","1","","","false","false","0","0","15.16245487364621","32.82847581062788","277","15.16245487364621","0","32.82847581062788","0","./monolingual/fineTune_cache_output_english","15.16245487364621","32.82847581062788","277","","","","","","","","","","","","","",""
"monolingual_english_finetune_tsquad_dev_lang_russian","finished","-","sgowriraj","","2022-11-15T19:14:54.000Z","43","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-russian-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_russian","500","42","","","false","false","1","","","false","false","0","0","38.793103448275865","60.57388927845781","812","38.793103448275865","0","60.57388927845781","0","./monolingual/fineTune_cache_output_english","38.793103448275865","60.57388927845781","812","","","","","","","","","","","","","",""
"monolingual_english_finetune_tsquad_dev_lang_swahili","finished","-","sgowriraj","","2022-11-15T19:17:56.000Z","32","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-swahili-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_swahili","500","42","","","false","false","1","","","false","false","0","0","56.51302605210421","70.42436861229842","499","56.51302605210421","0","70.42436861229842","0","./monolingual/fineTune_cache_output_english","56.51302605210421","70.42436861229842","499","","","","","","","","","","","","","",""
"monolingual_english_finetune_tsquad_dev_lang_telugu","finished","-","sgowriraj","","2022-11-15T19:15:45.000Z","39","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_english","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-telugu-v1.1-dev.json","false","false","","monolingual_english_finetune_tsquad_dev_lang_telugu","500","42","","","false","false","1","","","false","false","0","0","35.72496263079223","48.527850657895485","669","35.72496263079223","0","48.527850657895485","0","./monolingual/fineTune_cache_output_english","35.72496263079223","48.527850657895485","669","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_arabic","finished","-","sgowriraj","","2022-11-15T18:30:06.000Z","40","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-arabic-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_arabic","500","42","","","false","false","1","","","false","false","0","0","61.23778501628664","77.83836001297914","921","61.23778501628664","0","77.83836001297914","0","./monolingual/fineTune_cache_output_finnish","61.23778501628664","77.83836001297914","921","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_bengali","finished","-","sgowriraj","","2022-11-15T18:30:53.000Z","24","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-bengali-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_bengali","500","42","","","false","false","1","","","false","false","0","0","48.67256637168141","65.07144772631497","113","48.67256637168141","0","65.07144772631497","0","./monolingual/fineTune_cache_output_finnish","48.67256637168141","65.07144772631497","113","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_english","finished","-","sgowriraj","","2022-11-15T18:27:28.000Z","32","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-english-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_english","500","42","","","false","false","1","","","false","false","0","0","67.5","78.65482504173872","440","67.5","0","78.65482504173872","0","./monolingual/fineTune_cache_output_finnish","67.5","78.65482504173872","440","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_finnish","finished","-","sgowriraj","","2022-11-15T18:32:32.000Z","34","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-finnish-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_finnish","500","42","","","false","false","1","","","false","false","0","0","68.54219948849105","80.54308519389733","782","68.54219948849105","0","80.54308519389733","0","./monolingual/fineTune_cache_output_finnish","68.54219948849105","80.54308519389733","782","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_indonesian","finished","-","sgowriraj","","2022-11-15T18:28:08.000Z","29","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-indonesian-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_indonesian","500","42","","","false","false","1","","","false","false","0","0","64.8936170212766","78.59567239891908","564","64.8936170212766","0","78.59567239891908","0","./monolingual/fineTune_cache_output_finnish","64.8936170212766","78.59567239891908","564","","","","","","","","","","","","","",""
"monolingual_finnish_finetune_tsquad_dev_lang_korean","finished","-","sgowriraj","","2022-11-15T18:31:59.000Z","25","","1e-8","./cache_dir/","","home/sgowrira/EMQA2/EMQA/pkl4","-1","true","false","true","false","128","false","false","false","O1","1","","0","0.00003","-1","500","30","1","64","384","-1","./monolingual/fineTune_cache_output_finnish","bert","20","false","0","3","./eval_cache_output/","","true","true","24","8","./TyDiQA_dev_data/tydiqa-goldp-korean-v1.1-dev.json","false","false","","monolingual_finnish_finetune_tsquad_dev_lang_korean","500","42","","","false","false","1","","","false","false","0","0","12.63537906137184","31.580600110567513","277","12.63537906137184","0","31.580600110567513","0","./monolingual/fineTune_cache_output_finnish","12.63537906137184","31.580600110567513","277","","","","","","","","","","","","","",""
